96007	kinogo-2016.net	8112	100200	5121	153908.29439252336	1512  429 1342 1346 1245 1014  540  334  192  125   30    1    2	3741 2002 1299  649  262  103   26   22    6    2	100000000	100000000	8486	5940	2236  1147  6668  9142 12286 18136 13019  9785  8898  7205  3421   136     9
6637	baskino.co	7580	86476	5416	336319.1094619666	621 2383 1233  914  716  448  310  319  177  201  187   71	4349 2045  648  303  127   51   29   19    3    4    2	0	0	5400	3813	1015 7149 5703 6783 8012 7524 7326 9068 7169 8651 7574 2866   52    2    2
118279	ru.wikipedia.org	45083	451861	35477	231439.14717204619	17025 12453  6621  2413  1749  1382  1269  1075   575   383   120    13     5	35353  5989  2108   849   410   214   100    42    13     5	100000000	100000000	16505	15159	35365 43593 52276 47257 50112 47684 34757 31061 29383 22810  8117  4111   248     4
102352	seria-z.net	1315	28848	792	511659.57446808513	107  71 116 113 104 282 133 123 134  82  42   8	560 336 182 110  62  35  13   9   4   4	100000000	100000000	1662	1028	185  180  419  801 1367 3707 3164 4675 5405 5135 2245  250
461291	seasonvar.ru	13251	195290	8387	281971.4661984197	2827 2092 1613 1208 1564 1005  906  773  569  471  190   33	8105 2839 1159  562  306  170   57   33   16    2    2	45	45	9656	9006	5817  6384  9499  8528 18844 20219 27342 27824 24120 21110 11040  1304     8
68927	youtube.com	344735	2911688	294397	383699.2685728103	164800  79177  34833  24124  15719   9964   6188   3787   2484   1876   1280    418     66     15      4	273532  48709  13676   5020   2083    935    407    230     90     43      8      2	100000000	100000000	109389	78024	545426 559504 211788 169367 222535 199813 177948 142418 117743  92876  85899  35626   5046    851    113
293850	kinopoisk.ru	109352	687469	54181	290291.9286760272	20836 59343 11497  5583  5767  3347  1276   696   530   267   176    23    11	67017 32350  6656  2116   755   249   125    59    19     6	0	0	57644	93842	43193 179501  61522  40079  68949  63466  32393  31076  25108  15967  12608   2957   1261     32      5
22166	kinogo-online.com	6328	82761	4547	298686.6666666667	388  734 1062 1246 1029  733  495  274  192   89   46   30   10	3746 1365  625  289  168   83   32   17    2    1	0	0	4905	2958	606  2746  5530  8022 10777 10926  8983  8942  7332  7079  3589  1716   184     1
95993	kinogo-1080.net	1084	23266	751	192354.16666666666	22  19  23 164 277 168 129  58 109  87  19   9	479 284 157  95  34  16   6  13	7	7	1226	587	44   81   90 1278 3011 2350 2694 2591 4306 4504  819  403    7    4
563856	fanserials.tv	19312	92752	14788	300621.94537613797	1604 9673 4877 2029  626  227  156   72   39    9	12708  4832  1300   310   107    27    22     4     2	0	0	9101	7326	2745 27465 20251 11057  5172  2739  2133  1137   541   183    16     1
110564	kinoprofi.org	19524	172731	13928	167098.3606557377	1963 7560 4023 1262 1374 1367  555  553  326  330  142   68    1	10183  5975  2040   773   293   144    68    38     7     1     2	0	0	15025	9880	3323 21086 19173  8876 13641 20525 14461 16751 12769 11973  7366  3198    60     1     2     2
6803	kinokrad.co	48080	285693	35139	202415.947467167	22293 12188  5280  2455  2113  1284   709   334   416   568   286   127    27	31868 10527  3637  1285   408   199    90    37    22     5     2	0	0	25323	22669	35418 35996 29665 17390 25047 19542 14373  9916 11968 18934 11242  7176   906    30     8     2
578063	onlainfilm.ucoz.ua	8153	149187	4614	221257.10594315245	224  603 2244  651 1764  954  681  425  323  228   42   10    4	3258 2640 1314  577  215   80   33   20   13    3	0	16	8728	6245	378  2130 14053  5656 22789 17864 21452 18456 17672 15660  3760  1029   131     4
1443	hdrezka.biz	693	13105	407	147636.36363636365	1  50 135   3  13 226  60 103  48  24  30	227 155 121  71  58  29  18  11   2   1	0	0	1197	526	9  101  715   66  200 2227 1185 3889 1415  603 1975   27
563180	bigcinema.to	22502	235660	14168	659546.9746974697	572 2638 9621 3148 2896 1127  850  759  423  257  191   20	12599  5459  2555  1040   466   187   130    35    28     3	100000000	100000000	17764	15236	1028  9171 60182 23345 30591 17729 16949 15871 13505 10496 12289  1843   157     2
293940	kinotan.ru	66	1112	37	78105.26315789473	4  9  3  7  5  3 13  5  8  4  5	25 14 14  5  3  1  1  0  1  2	0	25	106	61	22  40  37  54 101 103 136 100 174 141 129   7   2
71426	loveread.ec	41	1477	13	84550.0	1 17  7  2  2  4  2  4  0  2	14 15  9  1  0  0  0  2	0	0	50	47	9 122  47  39  86 128 287 171 214 317  14   2
84692	videos.nur.kz	435	11107	165	88740.33149171271	35 25 48 45 35 36 61 42 67 22 13  6	152 101  76  46  20  22   8   4   6	100000000	100000000	705	571	138  144  227  347  910  876 1173 1475 2901  679 1621  177    4
6468	kinogo1.club	2551	36699	1923	449162.0879120879	54 166 460 118 542 369 326 192 157 115  37  14   1	1255  685  281  185   79   35   19    6    6	0	0	2497	1015	106  428 1631  691 4671 4244 5180 4231 5131 4283 2817  710   25
511695	tvdate.ru	122	2494	73	23466.666666666668	34 13 44  3  3  6  4  1  5  6  2  1	93 10  9  5  1  2  0  2	0	0	71	71	53  33  95  25  13  73 150 440 903 396 128  63
87963	hdrezka.me	56925	428218	36100	325346.5268676278	26843  5268  6717  2044  3029  4864  3653  2164   985   729   525    97     5     2	38119 10301  4827  2085   967   383   155    57    20     7     4	0	0	33585	34957	51108 19256 35833 17223 28194 51773 49618 38350 28889 22392 23357  5025   256    19
46934	torrentom.com	289	8753	159	216012.5	25 60 25 23 24 12 21 36 24 34  5	119 103  35  17  10   3   0   2	0	28	293	226	57  153  124  166  120  359  539 1302 3049 1340 1141  106    8
95951	kinofak.net	2405	37552	1344	303596.8992248062	192 277 382 532 546 188 111  59  60  43  14   1	900 681 448 237  87  30  13   6   2   1	0	0	2931	1764	428 1389 2341 4023 6227 4264 3569 3432 3987 4022 1381   84
515948	kinodacha.ucoz.ru	11745	84772	7414	188282.29865771811	2622 3010 2896 1251 1279  396   93   70   40   58   26    4	5855 3202 1728  599  197   98   31   23    8    4	100000000	100000000	10180	7948	4096 12801 15083  9657 14402  7175  2047  1994  1983  2520  1244    25
107045	3torrent.org	7	562	2	184800.0	0 0 0 0 0 1 2 4	0 0 0 3 0 2 2	0	0	31	13	0   0   2   3   1   5 196 157  82  90  16   3
94422	filmo-grad.net	206	7646	131	197674.41860465117	28 17  2 88 11  6 15 16 14  9	72 53 42 18 10  5  5  1	6	6	293	131	88  120   69 1495  376  380  620 1221 1454 1576   30   11
100267	nice-film.net	898	12604	394	449041.9161676647	58 194  18 262 199  66  50  24  14  13	325 268 157  90  39  14   2   2   0   1	100000000	100000000	1113	914	135  814  157 1208 2031 1634 1610 1811  860 1341   81   24
454582	rutube.ru	15867	63199	12796	287250.0	217 10370  4068   387   432   106    78    86    71    29    23	12400  2772   452   122    70    24    14     8     4     1	19	24	4623	5309	417 23100 11965  2027  2946  1028  1023  1759  1855   568   585    49     8     2
96091	kinogo2.net	1803	46403	1022	195572.5338491296	174 426 157  72  97 129 195 175 167  99 101  11	700 483 244 135 102  68  40  21   7   3	0	0	2594	1455	251 1059  654  518 1538 2605 7640 7687 7105 5709 8203 1617   10    4
6503	readme.club	684	13359	298	364088.0	412 162  47  20  11   9   5  11   3   4	478 133  46  16   7   2   1   0   1	0	0	325	669	1810 2281  550  430  317  437 1034 2390 1711 1681   23   11
78032	livefilm.info	804	6501	362	141346.45669291337	244  43 410  23  70   4   6   2   0   2	372 263 115  26  21   2   4   1	0	0	696	844	482  173 3272  266  968  194   83   88   73   72   26
6205	baskino.club	15279	135558	9460	235058.24039653037	2192 2518 4685 1987 1403  687  626  366  311  256  123  117    6    2	7606 4947 1553  665  301  116   45   24   19    3	100000000	100000000	12449	10157	3782  6256 15280 12164 13893 10264 11416 10017 12801 11584  7162  5439   171    48     0     2
229825	ellegirl.ru	93	4319	50	408142.85714285716	41 11 14  4 11  2  3  2  3  2	54 22 10  5  1  0  1	0	0	67	74	92   27   36   37   66  341  581  479  647 1778  120   20    0    0    2
400799	online-kinodom.ru	23	910	9	71000.0	8 3 2 0 0 2 2 0 0 2 2 0 2	11  6  2  4	100000000	100000000	22	26	14   9  12   5  17  20  33  36 119 437 153  29   3
102281	seasonvar-hd.net	99	2681	61	725962.9629629629	0  0  0  0 56  3  7 11 11 11	36 37 11  9  4  2	20	21	112	62	0    0    2    4 1142   60  143  397  568  265    1
564787	vokrug.tv	111	5404	62	203612.90322580645	10 35  6  8  1 10  5  9 12 12  3	50 29 13  8  6  1  3  1	24	26	133	97	1156  287   49   43  138  142  276  852 1324  696  304   22    3    1
408168	oxvo.ru	152	7406	99	737860.4651162791	15  6 17 10  7 23  5 36  6  6 13  5  3	48 41 23 18 16  3  2  0  1	27	32	240	127	28   15   70  230  187  535  436 1768  593 1255 1235  740  162
293058	kinogo-co-2016.ru	15495	59890	12760	328822.1734357849	10947  1279  1130    89  1220   395   196   127    62    36    11     3	12544  1975   670   195    71    26     9     2     3	7	11	4406	4820	14909  2921  4415   388  9840  3919  2347  1899  1104  1248  1200   200     3     2
564127	lostfilm.tv	711	13190	379	220390.15151515152	6  16   8   3  25 224  81 172  77  53  46	152 159 168 112  74  31   8   5   2	100000000	100000000	1381	613	22   52   30   19  265 1896 1684 2999 2221 1940 1350    1
564847	yourcinema.tv	113	4395	45	74259.25925925926	2  1 18 10 18 10 13  8  3 17 11  2	20 23 24 21  9  9  5  2	0	0	259	131	6   6  59  81 458 229 345 283 805 881 941 185   3
6213	bobfilm.club	1359	40307	835	318328.72928176797	102 106  85  97  86  81 127  66 104 309 111  85	498 304 225 143  95  39  32  20   2   1	0	0	2115	895	175   327   514   734   896  2109  4022  3066  3810 11877  7140  4237    33     4     2     2
106908	kinogo2017.online	464	8356	234	396780.6451612903	23  57  29  95  14  40 146  33  12   9   6	149 133  98  52  14  10   6   1   0   1	0	0	643	417	33  123  125  325  190  361 4576  788  542  629  167    7    4   14    6    2
327477	livelib.ru	2688	17740	1565	90143.45991561182	2334  147   61   69   30   14   17    5    3    8	2199  289   89   52   27   20    5    1    6	20	23	916	2469	5156  753  445  514  516  401  713 1189 3210 2041  109    4    1
6842	litmir.co	23	1205	20	0	4 4 0 1 0 0 0 5 5 2 2	9 4 1 4 2 0 1 2	100000000	100000000	46	10	20  10   5  29  74 111 149 281 256  98 146   3
296127	knijky.ru	16	2251	13	47000.0	2 6 0 1 2 2 0 1 1 1	10  2  1  1  1  0  1	0	17	17	3	9  43  82 140 168 166 259 496 317 418 133   4
179301	bookfor.ru	2	105	1	8000.0	0 0 0 0 0 0 0 0 1 1	0 0 0 1 0 1	100000000	100000000	8	1	0  0  0  0  0 23 11 14 30 25
1172	amovies.biz	89	2681	47	45000.0	2  5  4  7  6  7 10 23  8 14  3	38 21 16  8  1  2  2  1	15	15	110	66	11  12   7  17  67 132 325 640 745 481 155
179885	booksreading.ru	5	601	2	6000.0	0 0 1 0 1 0 0 0 1 2	3 1 0 0 1	0	0	5	3	0   3  17   9  32  44  38  58 138 230  26   1
171573	bigcinema-tv.ru	3079	19062	870	423407.67045454547	1223 1132  328  179   55   78   28   13   19   18    6	2097  720  164   48   25   12    4    5    1    3	100000000	100000000	1446	3553	2433 2912 2807 2438  766 1448  826  679 1007  584   82    1
87856	filmix.me	425	13516	258	623735.5371900826	11 20 27 45 74 32 38 62 55 29 24  8	146 114  73  41  28  15   3   5	0	0	623	277	21   45  140  301  675  667 2016 2165 2754 2221 1998   86    2
111939	my-hit.org	24806	235664	15285	257954.69798657717	3725 3348 9235 1619 2005 1980 1209  711  392  339  186   52    5	11367  7487  3957  1132   501   226    90    32    11     3	100000000	100000000	22810	17624	8005 14182 51195 11746 20035 26239 20608 16874 14638 13653 10042  3127   429    79     2     4
501231	the-flow.ru	9	1214	6	63333.333333333336	2 0 0 1 0 0 0 2 0 4	5 3 0 1	0	27	6	8	2   0   2   1   1  20  89 147 291 393 129 130
563998	kinoclips.tv	8914	103281	4337	103594.10112359551	833 3327 1985  804  444  435  274  305  189  168  110   31    9	3626 3190 1112  447  270  130   81   42   15    1	0	0	9394	8945	1732  9430  9479  8786  6791  9542 10105 10278  8557 11739  6113  1613   202
292909	kino-teatr.ru	542	22439	230	223814.2857142857	15 42 47 37 91 66 70 42 55 38 25 11  3	185 158  88  59  27  14   4   4   3	100000000	100000000	765	553	30  228  623  568 2340 1834 2465 2527 4265 3104 2863  889  152    5    4
5977	online.cd	2023	32121	1206	125943.84057971014	125 308 422 169 244 203 163  84  88  80  70  67	692 609 334 171 128  44  27  10   4   4	0	0	2822	1536	222  849 1777 1086 2275 2498 3177 2761 4161 4274 3531 3470   12    1    0    4
329464	lovekinozal.ru	247	1021	110	126163.26530612246	31 50 44 21  8 15 32 17 16 13	142  51  29  14   3   7   0   1	36	41	205	248	46  94 140  50  17  32  86  89  91 129
98941	megaserial.net	1778	28064	796	239367.44966442953	19 325 379 178 136 150 187 129 186  50  39	696 504 295 138  63  48  12  13   9	0	28	2235	1886	53 1994 2671  835 1455 2122 2936 3910 4672 2996 2253  387    2
96392	kinovzor-online.net	5	83	3	22000.0	0 0 0 0 0 2 1 0 2	0 3 0 1 1	10	24	10	2	0  0  0  1  0 11 26  6 13 21
89635	4doma.net	825	17794	500	489832.1678321678	50  76 155 117 123 108  72  42  47  28   5   2	453 228  94  29  13   4   4	5	15	599	548	93  372 1104 1350 2198 2549 2530 2090 1972 2039  554  116    1    1
242519	filmpro.ru	950	18110	511	179116.4658634538	95 231 223  98  68  49  37  28  27  56  37   1	411 287 139  73  20   9   2   5   4	0	0	988	734	314 1081 1802 1132  911  905 1093 1191 2210 4457 1849  212    3
99993	nanokino.net	70	2654	40	38590.90909090909	0 13  4  2  3 23 11  8  2  4	21 21 16  5  2  3  0  0  0  2	5	5	109	49	4  54  28  20  99 713 444 287 293 520  81  41
560417	minizal.su	110	3271	45	102036.36363636363	2  3  1  0  5 62 20 13  1  1  2	12 26 23 15 14 15  4  1	0	14	279	143	7   24   11   10  117 1710  493  322  115  243  103    6
96042	kinogo-hd.net	982	9193	436	413428.18428184284	21 197 434  78  33  58  49  27  32  27  17   9	310 325 239  71  25   3   5   4	100000000	100000000	1189	951	45  982 1976  377  339  418  688  978  747  722  607  310   17    5
5849	online-life.cc	285	5622	172	78420.28985507246	1 49 39 74 60 14  5 15 16  7  1  4	90 93 66 23  7  2  1  2  1	28	28	360	229	11  178  239  534  509  487  654 1118  729  566  279   30    3
96217	kinoluvr.net	224	3673	121	130025.3164556962	4  0 93 20 52  3 26 16  6  4	55 59 49 32 15  6  5  2  1	0	0	395	184	7    0  591  102  526   84  487 1037  353  216   46
546509	yandex.ru	2475	54318	1849	143135.59322033898	515  376 1032  194   73   50   40   41   55   47   47    5	1638  564  188   62   12    4    7	100000000	100000000	1236	921	1737  2739 13317  6222  2681  2086  2485  2471  5455  5535  6820   277     9     5     2     0     0     2
6901	mega-torrent.co	0	253	0	0	0	0	100000000	100000000	0	0	10   5   2   2   1   9   7   7  12   9  47 141   1
103828	the-cinema.net	749	12184	560	226720.33898305084	33  73 102 208  58  87  69  40  48  18  12   1	297 274 113  39  17   5   4	0	0	734	352	72  206  502  616  740 1279 1429 1449 1963 1485 1596   97    0    1
6096	kinogo.city	27	906	22	16666.666666666668	2  3  2  0  1  0  0  4  0  2 13	12  6  3  0  4  2	0	0	38	7	4   5   4   2  10  12  17  28  48 106 601  32   2   3   5
6492	online-life.club	120	3927	74	268185.18518518517	32  5  4 11 10  4  4  8 25 13  4	55 28 14 14  3  2  0  2  2	100000000	100000000	150	99	49  12  35 267 382 297 437 494 744 579 455  52   4
236479	ezhikezhik.ru	4	218	2	22000.0	0 0 0 0 0 0 0 0 2 0 0 2	0 2 0 2	0	0	8	2	3   3   9   4   8   8  24   4 133   7   6   5
219727	duralenta.ru	465	8390	186	314740.0	15  35  32  16  33 124 101  19  42  38  10	167 103  71  53  40  14  13   2   2	100000000	100000000	742	576	27   77   82   85  246 1448 2009  758  640 2114  399   40
192695	clipiki.ru	11	286	3	33285.71428571428	0 0 0 0 2 0 6 0 1 2	1 0 0 3 3 2 2	2	16	43	17	4   3   4   2   2   7 110  74  43  25   1
6324	e-reading.club	94	1057	33	98676.4705882353	23  2 12 18  6  0 16  5  6  6	35 24  7 16  3  3  3  0  0  3	100000000	100000000	158	145	25  10  34  48  85  50 211 102 210 134  39  15
105841	wkino.net	3	104	2	0	1 2	3	0	17	0	2	2  4  0  2  9  2  7 15 30 23  7
102278	season-var.net	7	246	5	35000.0	0 1 2 0 0 1 1 0 2	5 1 1	0	0	3	3	1   4   8   0   3   2   2  16 125  73   5
137517	daily.afisha.ru	135	2491	58	126893.6170212766	12 16  6 14 21 16 10  6  5  7 20  2	47 33 26 15  5  7  2	100000000	100000000	197	156	35  61  45  64 137 137 134 188 219 520 544 272
563677	altpro.tv	1	85	1	0	0 0 0 0 0 0 0 0 0 1	1	0	0	0	0	0  0  0  0  0  0  5 13  8 37 21
462827	serialochka.ru	4	607	0	11000.0	2 0 0 0 0 0 0 0 2	2 0 0 0 0 0 0 2	0	19	14	8	2   2   4  15  11  16  24 111 168  44 195   9   0   2
88252	litmir.me	12	1355	6	26750.0	0 0 2 0 0 4 5 0 0 1	4 2 4 1 0 1	29	29	18	11	0   0  14  29  75  96 130 116 401 392  78  12
238056	fast-torrent.ru	201	7412	109	961403.2258064516	8 14  8  7  3 14 23  8 86 11 17  0  2	72 40 42 19  9 11  3  2  0  3	0	0	331	165	31   67   64   50  100  371  887  657 2811 1154  853  138   18   10
194611	coldfilm.ru	19	316	9	110666.66666666667	0 3 0 5 7 4	4 7 3 3 1 1	100000000	100000000	31	20	0  6  2 66 67 55 29 42 12 17  0  1
56202	vrator.com	0	54	0	0	0	0	0	100000000	0	0	2  0  3  4  0  2 14  6 14  9
6388	kinoangel.club	181	5003	104	172224.1379310345	1  2  1  2 21 61 47  4 16 21  3  2	53 53 38 29  5  3	20	20	251	134	1    4    5    4  223 1176 1120  277  876  742  207  164   23
211794	dok911.ru	6	208	3	9000.0	0 2 0 0 3 0 1	2 2 0 1 0 0 1	100000000	100000000	11	4	2 11 19  3  9  9 34 39 40 29  6  1
566493	booksonline.com.ua	5	194	5	0	1 0 0 0 0 2 0 0 0 2	1 2 0 2	21	23	8	0	1  0  0  2  2 27 33 31 47 41  5
89025	e-reading.mobi	2	37	2	0	0 0 0 0 0 0 0 0 0 0 2	0 0 0 0 2	38	42	8	0	0  0  0  0  0  0  2  6  6 19  2
419696	popcornnews.ru	4	46	0	137000.0	2 0 1 0 0 0 0 0 1	2 1 1	40	47	3	8	2  0  3  1  0  4  2  2 12 15  1
446548	rg.ru	928	5858	412	245756.5543071161	150 355 161  32  46  35  76  11  36  15   9   2	417 338 100  57  12   2   2	100000000	100000000	779	1034	195 791 511 214 420 394 928 269 611 313 229  50   3   0   2
22122	kinobos.com	11	113	5	113000.0	3 3 0 0 0 0 1 0 4	5 2 0 1 3	100000000	100000000	17	9	3  6  6  7  0  7 14  8 18 18  7  8
564589	tree.tv	1	164	1	0	0 0 1	0 1	0	0	1	0	0  0  1  0  0  0  2  6 32 96 26
44215	smotrim-serial.com	8	35	2	0	4 2 0 0 0 2	6 0 0 2	100000000	100000000	6	10	6 2 0 1 0 4 2 2 8 2
111566	megahead.org	30	511	20	213166.66666666666	4 0 0 4 5 3 5 3 0 4 0 2	12  3  6  5  2  0  2	0	0	50	25	14   2   7  33  29  36  39  62  85 103  46  25
6813	klipzona.co	13	475	10	839500.0	0 1 0 2 0 5 1 1 3	3 0 5 1 4	0	0	29	12	1   4   3   7  22  22  43  47  88 223   2
242422	film.ru	69	3155	38	67761.90476190476	9  5  4  4 16  9  5  6  3  6  2	23 22 10  4  7  3	100000000	100000000	97	73	20  37  99 100 299 265 240 932 494 332 209  50   6   3
110040	ieshua.org	0	3	0	0	0	0	28	100000000	0	0	0 0 0 2 0 0 1
293080	kinogolos.ru	187	8343	108	128626.86567164179	15 10 12  8  1 30 34 14 27  9 22  5	48 37 22 32 15 14  8  7  4	0	13	436	157	30   33  167   41   39  549 1278  686 2249 1051 1820  213
309347	life.ru	20	507	9	26666.666666666668	10  0  4  2  1  2  0  0  1	12  2  6	6	24	14	19	14  6 16 22 22 43 34 62 90 80 84 12  2
278724	irecommend.ru	1179	44411	376	142537.39130434784	41 104  89  61 140 208  91 137 207  91   3   7	322 293 213 140 105  59  25  11   9   2	100000000	100000000	2171	1578	100   388   488   589  1834  7889  3284  6065 13835  7806   873    80     1
444522	regnum.ru	27	219	17	250285.7142857143	4  0  4  0 12  5  0  2	9 7 6 2 2 1	100000000	100000000	38	16	5  3 11 11 30 39 19 22 21 18  9  4
114185	ruspravliga.org	162	5420	93	230145.83333333334	14  5 14 29 19 21 18 10 16  4 10  2	68 45 20 16  4  6  1  0  0  2	19	20	203	99	24   46   63  464  355  602  700  397 1048  443 1005   71   38    2
101590	readli.net	0	4	0	0	0	0	15	100000000	0	0	0 0 0 0 0 0 1 0 1 0 2
475221	spletnik.ru	295	5077	228	816170.731707317	14  4 69 31 27  9 24 10 12 51 33  8  3	87 100  67  26  10   1   3   0   1	0	0	383	116	21  29 685 270 441 222 279 239 287 987 901 244 166   9   0   2
572770	itc.ua	3	298	2	14000.0	0 0 3	2 0 0 1	100000000	100000000	3	2	0  0  5  0  7 19 35 80 62 43 44
400794	online-freebee.ru	373	8273	231	1078526.3157894737	18 72 45 31 34 21 23 43 29 16 25 12  4	155  96  52  37  15   6  10   2	100000000	100000000	475	283	46  197  261  289  390  550  723 1622 1105  707 1397  379  232    2
104409	uakino.net	6	154	0	8333.333333333334	0 0 0 0 0 0 0 6	0 4 2	16	17	8	6	0  3  0  0 13  5  8 14 36 11 56  2
5912	seasonvar.cc	2	12	2	0	0 0 0 0 2	0 2	0	0	2	0	0 0 0 0 2 2 0 3 1 2
19264	hdkinoclub.com	0	33	0	0	0	0	36	100000000	0	0	2 0 0 1 4 0 7 5 9 5
98539	litlib.net	22	233	17	260600.0	0  0  1  0  0  1  1  4  3 12	1 6 6 5 2 2	22	22	51	6	0   0   1   1   4   7  14  29  47 108
3665	kinogo.by	248	2449	165	357222.22222222225	21 67 20 49 30 33  4 13  9  2	112  66  29  19  13   5   2   0   2	0	0	286	155	28 130  79 298 297 543 200 119 279  87 135   6
22248	kinorom.com	0	10	0	0	0	0	100000000	100000000	0	0	0 0 0 0 0 2 0 1 5 0 2
293062	kinogo-net-2017.ru	497	10209	315	315230.76923076925	18  35  12 149  33  23   5  47  19  67  89	187 140  76  50  27   9   5   3	0	5	646	287	39  141   55  897  167  182  155 1545  471 1779 4258   10    4    2    5    2
118423	ru.wiktionary.org	158	31455	91	89675.67567567568	8 17 80 17 25  7  1  2  0  0  1	72 61 20  1  3  1	21	22	121	113	96  343 1261 2050 3204 3114 4407 4657 4839  677 6071  504   73    1
505821	tolkslovar.ru	79	1267	49	61285.71428571428	13  7  4 10  7 15  6 10  4  3	32 13 18  8  0  4  4	100000000	100000000	117	62	45  21  19  34 142 191 194 174 181  97  80  10
344509	otvet.mail.ru	15865	121115	10846	119578.60615883306	7496 3061 2511 1087  692  289  197  183  127  146   68    4    0    2    0    2	10959  3137  1117   378   128    69    39    19    13     6	28	28	7887	8385	16885 10497 14307  8317  8911  7407  6918  8928  9102  9160  4106   544   141    20     5     2
134868	dic.academic.ru	648	23693	384	64544.303797468354	59  37 178 123  60  63  36  28  25  28   9   2	289 175 109  41  24   6   4	0	0	666	484	186  205 1682 1717 2080 2065 2690 2924 4269 2022 2882  275   48
242427	film-max.ru	825	7767	452	179718.97810218978	12 205 269  29 105  72  49   5  47  15  15   2	217 269 186  62  58  10  10   8   3   2	40	40	1267	774	16  488 1104  122  955  876  757  206 1099  693  602   23    1
96387	kinotochka.net	872	16091	486	167289.09952606636	102  50  59  44 117  84 125 101  46  52  60  32	379 184 123  84  47  28  18   9	0	0	1181	716	202  154  243  156 1332 1175 2867 2394 1573 1649 2544  901   29
6609	zfilm-hd.club	38	1723	25	40615.38461538462	0 1 2 0 2 7 2 9 4 8 3	14  7  4  2  2  7  0  2	100000000	100000000	78	24	2   1   2   0 122 278 180 596 189  73 164  78
